Axial_load,Confining_Pressure,Displesment,Pore_Pressure
9.750,40.000,2.368,4.890
9.840,39.280,2.393,4.680
9.770,39.660,2.421,4.890
9.840,39.760,2.446,4.840
9.860,39.760,2.473,4.890
9.960,39.860,2.498,4.890
9.980,39.860,2.523,4.840
10.000,39.900,2.548,4.890
10.100,40.000,2.576,4.840
10.030,39.900,2.598,4.840
10.130,40.050,2.625,4.890
10.110,40.430,2.650,5.110
10.060,39.660,2.676,4.890
10.060,39.710,2.703,4.890
10.100,39.760,2.731,4.890
10.050,39.810,2.755,4.890
10.190,39.860,2.781,4.890
10.240,39.900,2.807,4.950
10.190,39.950,2.834,4.890
10.170,39.810,2.860,4.730
10.230,39.710,2.886,4.890
10.270,40.050,2.908,4.950
10.340,39.660,2.935,4.840
10.310,39.810,2.961,4.890
10.400,39.280,2.986,4.680
10.400,39.660,3.013,4.790
10.310,39.760,3.038,4.890
10.300,39.810,3.065,4.890
10.340,39.860,3.090,4.840
10.400,39.860,3.118,4.890
10.470,39.900,3.143,4.890
10.430,39.900,3.170,4.890
10.520,39.900,3.196,4.950
10.460,39.950,3.222,4.950
10.570,39.420,3.248,4.790
10.420,39.760,3.272,4.950
10.550,39.180,3.300,4.570
10.540,40.430,3.324,5.050
10.470,40.770,3.352,5.370
10.570,39.620,3.377,4.890
10.550,39.710,3.402,4.950
10.500,39.760,3.428,4.840
10.470,39.380,3.455,4.410
10.560,40.140,3.479,5.050
10.630,40.570,3.506,5.110
10.590,39.860,3.533,4.890
10.720,39.860,3.559,4.840
10.650,39.860,3.585,4.840
10.690,39.900,3.611,4.840
10.680,39.950,3.636,4.840
10.720,40.000,3.663,4.840
10.810,40.140,3.688,4.730
10.790,39.280,3.713,4.890
10.750,39.710,3.740,4.890
10.780,39.620,3.764,4.730
10.800,39.140,3.789,4.520
10.790,39.520,3.817,4.730
10.850,39.570,3.842,4.950
10.770,39.660,3.867,4.840
10.870,39.710,3.894,4.840
10.800,39.710,3.920,4.840
10.880,39.860,3.946,4.840
10.840,39.950,3.974,4.840
10.880,39.520,3.999,4.950
11.010,39.280,4.027,4.730
10.920,40.720,4.051,5.210
10.960,39.420,4.077,4.890
10.970,40.290,4.104,4.950
10.950,39.520,4.131,4.950
10.950,39.620,4.156,4.950
10.870,39.760,4.180,4.890
10.990,39.040,4.205,4.470
10.840,39.710,4.233,4.950
10.980,39.760,4.262,4.890
10.950,39.760,4.286,4.890
11.050,39.760,4.312,5.000
11.060,39.860,4.339,4.890
11.100,39.860,4.365,4.890
11.200,39.900,4.393,4.950
11.150,39.950,4.418,5.110
11.120,40.000,4.443,5.160
11.140,39.570,4.471,4.890
11.100,39.760,4.496,4.890
11.190,39.950,4.521,4.730
11.130,39.660,4.547,4.790
11.170,39.660,4.575,4.790
11.150,39.760,4.598,4.840
11.200,39.760,4.626,4.890
11.180,39.760,4.651,4.890
11.200,39.810,4.679,4.790
11.310,39.860,4.706,4.840
11.370,39.950,4.732,4.890
11.340,40.000,4.758,4.890
11.390,39.860,4.782,4.840
11.380,39.900,4.809,4.840
11.380,39.900,4.835,4.790
11.410,39.950,4.859,4.840
11.410,39.570,4.889,4.630
11.430,39.710,4.914,4.840
11.600,40.090,4.941,4.890
11.550,39.380,4.968,4.790
11.440,39.660,4.994,4.840
11.420,39.710,5.017,4.840
11.560,39.760,5.044,4.840
11.620,39.810,5.067,4.840
11.640,39.860,5.094,4.840
11.650,39.860,5.119,4.840
11.590,39.900,5.147,4.790
11.530,39.900,5.172,4.790
11.690,39.950,5.201,4.840
11.700,39.950,5.224,4.840
11.710,40.000,5.251,4.840
11.730,40.000,5.275,4.840
11.700,39.760,5.303,4.840
11.750,38.610,5.329,4.250
11.700,39.570,5.354,4.570
11.710,39.710,5.379,4.840
11.800,39.900,5.408,4.840
11.810,39.570,5.431,4.950
11.780,39.950,5.457,5.050
11.810,40.140,5.483,5.000
11.860,39.380,5.507,4.680
11.780,40.090,5.536,5.320
11.870,40.380,5.559,4.890
11.850,40.810,5.584,5.270
11.880,40.530,5.609,5.210
11.940,39.570,5.636,4.730
11.760,39.760,5.663,4.840
11.880,39.810,5.689,4.840
11.950,39.900,5.717,4.840
11.900,40.670,5.744,5.110
12.000,39.760,5.768,5.000
11.870,39.620,5.793,4.840
11.920,39.710,5.819,4.790
11.890,39.900,5.846,4.840
11.890,38.660,5.872,4.200
11.930,40.910,5.897,5.270
12.050,38.990,5.923,4.570
12.050,40.140,5.950,4.730
12.010,39.570,5.974,4.840
12.030,39.660,6.001,4.790
12.070,39.620,6.029,4.790
12.120,39.660,6.054,4.790
12.020,39.710,6.080,4.790
12.090,39.710,6.104,4.840
11.800,39.760,6.139,4.730
12.090,39.810,6.191,4.790
11.880,39.810,6.219,4.730
12.050,39.860,6.247,4.730
12.160,39.860,6.272,4.790
12.130,39.900,6.298,4.790
12.150,39.900,6.323,4.730
12.250,39.950,6.350,4.840
12.280,40.000,6.375,4.790
12.240,39.810,6.401,4.790
12.310,39.810,6.430,4.730
12.260,39.860,6.452,4.790
11.880,39.900,6.489,4.840
11.960,39.900,6.520,4.790
12.020,39.900,6.550,4.790
12.100,39.950,6.577,4.730
12.000,40.000,6.598,4.840
12.070,40.000,6.626,4.630
11.940,39.470,6.650,4.840
12.080,39.860,6.678,4.790
12.020,39.620,6.705,4.790
12.090,39.620,6.727,4.790
12.150,39.760,6.754,4.790
12.210,39.950,6.781,4.890
12.220,40.430,6.805,4.840
12.280,40.570,6.831,5.050
12.340,40.570,6.858,5.050
12.410,40.190,6.883,5.210
12.420,39.660,6.909,4.890
12.400,40.190,6.933,5.210
12.400,39.570,6.960,5.000
12.470,40.330,6.986,5.110
12.470,39.520,7.012,4.890
12.430,39.620,7.038,4.790
12.560,39.810,7.062,4.840
12.450,39.420,7.098,4.840
12.440,39.470,7.131,4.410
12.570,39.900,7.159,4.570
12.740,40.570,7.184,5.210
12.590,39.810,7.209,4.790
12.630,39.860,7.238,4.790
12.630,39.900,7.263,4.790
12.700,39.900,7.286,4.790
12.720,39.950,7.312,4.790
12.720,40.050,7.339,4.570
12.600,39.710,7.364,4.730
12.700,39.860,7.390,4.790
12.790,39.380,7.417,4.520
12.800,39.280,7.441,4.680
12.750,39.140,7.468,4.360
12.790,40.430,7.493,4.950
12.830,38.900,7.521,4.470
12.910,40.000,7.546,4.680
12.880,40.530,7.572,5.000
12.850,39.090,7.600,4.570
12.690,39.620,7.624,4.570
12.840,39.280,7.649,4.790
12.740,39.040,7.693,4.310
12.760,40.290,7.717,4.680
12.810,39.860,7.745,4.730
13.050,39.140,7.773,4.410
13.030,39.950,7.794,4.630
13.190,39.040,7.843,4.410
13.090,39.280,7.864,4.630
13.220,40.380,7.890,4.630
13.070,40.190,7.916,4.680
13.300,39.760,7.942,4.790
13.180,39.860,7.968,4.470
13.300,39.950,7.990,4.520
13.230,40.430,8.017,4.520
13.250,40.000,8.044,4.150
13.240,39.900,8.067,4.680
13.420,39.520,8.096,3.990
13.250,40.240,8.124,4.630
13.290,39.710,8.147,4.570
13.350,38.900,8.171,3.830
13.370,39.950,8.198,3.880
13.380,40.530,8.223,4.410
13.370,40.240,8.250,4.310
13.400,39.420,8.277,3.780
13.390,39.760,8.302,4.040
13.330,39.810,8.327,4.040
13.450,40.000,8.353,3.990
13.390,40.000,8.380,3.990
13.350,39.950,8.406,3.880
13.460,39.950,8.431,3.830
13.500,39.180,8.458,3.460
13.430,39.470,8.482,3.780
13.430,38.800,8.510,3.400
13.490,40.960,8.535,3.880
13.360,39.900,8.561,4.040
13.430,39.950,8.586,3.560
13.460,39.760,8.613,3.300
13.360,39.420,8.638,3.400
13.380,39.230,8.663,3.300
13.290,39.950,8.690,3.190
13.380,39.470,8.713,3.140
13.280,40.380,8.742,3.240
13.460,40.240,8.765,3.510
13.410,39.180,8.793,3.400
13.500,40.000,8.818,2.980
13.420,40.050,8.843,3.140
13.490,40.480,8.867,3.190
13.520,39.420,8.894,3.460
13.760,39.230,8.921,2.870
13.620,40.290,8.947,2.770
13.510,40.670,8.972,3.080
13.690,39.280,8.998,2.870
13.620,39.710,9.025,2.660
13.650,39.660,9.051,2.390
13.710,39.090,9.075,2.930
13.700,40.000,9.102,2.450
13.910,40.620,9.128,2.770
13.830,40.480,9.155,2.980
13.880,39.180,9.175,2.610
13.860,39.620,9.205,2.130
13.870,39.140,9.230,2.770
13.940,39.180,9.256,2.500
13.890,39.710,9.281,2.070
13.970,39.620,9.308,2.660
14.010,39.660,9.333,2.130
14.040,40.090,9.360,2.660
14.080,40.290,9.385,1.910
14.030,40.240,9.411,1.810
14.110,38.800,9.438,1.910
14.100,40.530,9.462,2.130
14.250,38.850,9.490,1.540
14.110,40.090,9.514,1.650
14.220,40.570,9.541,1.910
14.210,40.240,9.568,2.130
14.220,39.040,9.592,1.860
14.170,40.090,9.620,1.490
14.290,40.860,9.645,1.910
14.250,40.620,9.669,1.970
14.130,40.050,9.698,1.380
14.140,40.620,9.720,1.490
14.260,39.710,9.747,1.750
14.400,38.850,9.773,1.070
14.470,38.800,9.797,0.960
14.460,40.770,9.823,1.330
14.430,39.140,9.849,1.330
14.470,38.750,9.876,0.690
14.400,39.620,9.901,1.330
14.370,39.860,9.925,1.170
14.470,39.040,9.952,0.960
14.520,40.430,9.977,0.800
14.550,40.290,10.005,0.800
14.550,39.380,10.029,1.120
14.650,39.040,10.057,0.590
14.690,40.330,10.082,0.590
14.690,40.620,10.106,0.960
14.700,38.850,10.133,-0.050
14.730,40.620,10.158,0.690
14.800,39.470,10.185,0.850
14.870,38.750,10.210,-0.050
14.810,40.140,10.236,0.050
14.760,40.290,10.263,0.270
14.770,39.230,10.288,0.270
14.820,39.660,10.314,0.000
14.920,39.710,10.340,-0.050
14.910,39.810,10.365,-0.050
15.050,39.900,10.391,0.000
15.020,39.950,10.419,-0.050
15.030,39.950,10.443,-0.050
15.000,39.810,10.471,-0.260
15.110,39.860,10.498,-0.260
15.180,39.900,10.525,-0.320
15.240,39.900,10.549,-0.370
15.230,39.900,10.576,-0.420
15.180,39.900,10.600,-0.420
15.340,40.000,10.626,-0.420
15.350,39.620,10.652,-0.740
15.270,39.710,10.677,-0.740
15.350,39.710,10.703,-0.690
15.360,39.760,10.730,-0.800
15.380,39.760,10.756,-0.800
15.650,39.900,10.780,-0.850
15.450,39.810,10.808,-0.900
15.510,39.810,10.833,-0.900
15.590,39.860,10.858,-0.900
15.560,39.900,10.885,-0.960
15.660,39.900,10.912,-1.010
13.190,39.950,11.005,-1.060
13.010,40.000,11.044,-1.060
13.430,40.000,11.071,-1.010
13.620,40.000,11.097,-1.060
13.730,39.380,11.120,-0.960
14.000,38.850,11.146,-1.430
14.070,40.240,11.173,-1.430
14.170,40.430,11.198,-1.060
14.340,39.230,11.225,-1.120
14.410,39.140,11.249,-1.220
14.430,39.380,11.275,-1.700
14.490,40.090,11.300,-1.810
14.530,39.140,11.326,-1.540
14.690,40.240,11.352,-1.490
14.730,41.000,11.378,-1.270
14.810,40.670,11.402,-1.490
14.890,40.860,11.428,-1.430
15.040,39.950,11.454,-1.590
15.050,39.810,11.480,-1.750
15.130,39.860,11.505,-1.810
15.030,39.900,11.531,-1.750
15.070,39.950,11.559,-1.810
14.990,40.000,11.582,-1.860
15.110,39.900,11.611,-1.970
15.230,39.950,11.635,-1.970
15.320,40.050,11.662,-1.970
15.300,39.950,11.687,-1.860
15.360,39.810,11.714,-2.180
15.270,40.720,11.741,-2.070
15.390,40.720,11.767,-1.860
15.330,39.950,11.792,-2.020
15.330,39.140,11.819,-2.440
15.240,40.430,11.847,-2.180
15.280,39.040,11.874,-2.550
15.330,40.430,11.898,-2.230
15.170,39.330,11.922,-2.500
15.470,39.140,11.946,-2.600
15.230,40.530,11.995,-2.760
15.260,39.950,12.031,-2.870
15.430,40.000,12.060,-2.870
15.550,40.430,12.083,-2.820
15.610,39.090,12.109,-2.920
15.610,40.910,12.135,-2.660
15.520,40.570,12.163,-2.980
15.620,39.330,12.186,-3.350
15.640,40.570,12.212,-3.030
15.630,40.530,12.239,-3.030
15.620,40.140,12.266,-3.240
15.540,39.140,12.294,-1.910
14.980,40.290,12.360,-0.420
15.030,39.090,12.417,-0.740
15.050,39.860,12.473,-0.530
14.890,39.860,12.507,-0.370
14.960,40.620,12.536,-0.320
14.880,40.050,12.559,-0.480
14.880,40.240,12.584,-0.480
14.910,39.420,12.612,-0.690
15.070,40.480,12.635,-0.480
15.030,40.480,12.661,-0.260
14.660,39.470,12.693,3.400
14.040,39.950,12.781,3.780
13.840,39.280,12.811,3.720
13.960,40.720,12.836,3.830
13.980,40.620,12.862,4.040
14.080,39.380,12.888,4.100
14.130,39.380,12.914,3.830
14.100,40.380,12.940,3.780
14.230,39.470,12.965,4.150
14.190,40.720,12.990,3.400
14.220,40.570,13.017,3.880
14.290,39.810,13.041,4.200
14.210,39.420,13.069,3.880
14.360,39.280,13.093,3.830
14.370,40.140,13.116,3.510
14.430,39.470,13.143,3.830
14.400,40.380,13.171,3.670
14.390,39.180,13.196,3.830
14.480,40.330,13.221,3.400
14.310,41.100,13.267,3.620
14.410,39.860,13.291,4.040
14.480,40.770,13.318,3.670
14.470,40.090,13.344,3.300
14.590,39.470,13.367,3.780
14.500,39.710,13.394,3.560
14.630,39.710,13.421,3.300
14.770,39.950,13.444,3.350
14.790,39.230,13.473,3.720
14.740,40.430,13.497,3.460
14.770,39.470,13.524,3.720
14.850,39.710,13.549,3.240
14.730,40.720,13.574,3.510
14.880,40.090,13.602,3.830
14.880,39.230,13.628,3.510
14.860,40.330,13.653,3.350
14.890,39.900,13.680,3.830
15.130,39.230,13.708,3.350
15.010,40.810,13.731,3.460
15.150,40.670,13.758,3.830
15.090,39.420,13.782,3.830
15.070,39.950,13.808,3.240
15.080,40.620,13.834,3.460
15.210,39.470,13.861,3.830
15.080,40.240,13.885,3.240
15.200,40.090,13.911,3.940
15.340,40.860,13.938,3.510
15.420,39.760,13.963,3.830
15.420,38.990,13.988,3.460
15.240,40.190,14.032,3.140
15.500,40.430,14.089,3.720
15.550,39.620,14.132,3.830
15.600,40.190,14.158,3.400
15.570,40.480,14.183,3.460
15.470,40.860,14.207,3.720
15.610,39.230,14.253,3.620
15.590,39.470,14.277,3.510
15.740,40.090,14.302,3.190
15.670,39.280,14.328,3.620
15.720,40.620,14.354,3.350
15.760,40.480,14.381,3.670
15.850,39.810,14.407,3.880
15.700,38.900,14.434,3.140
15.700,40.190,14.459,3.300
15.690,40.670,14.486,3.620
15.750,38.750,14.511,3.350
15.740,40.380,14.535,3.350
15.890,39.810,14.561,3.670
15.800,40.860,14.586,3.720
15.800,39.420,14.613,3.780
15.750,39.420,14.639,3.350
15.740,40.910,14.664,3.560
15.850,40.860,14.689,3.780
15.960,39.900,14.713,3.620
15.950,38.900,14.740,3.400
15.960,40.620,14.767,3.400
16.060,40.290,14.791,3.880
16.210,39.140,14.818,3.560
16.110,40.000,14.843,3.190
15.890,41.050,14.891,3.620
15.900,39.710,14.948,3.880
15.850,39.470,14.987,3.460
15.860,39.470,15.012,3.510
15.550,40.570,15.036,3.300
15.790,40.480,15.065,3.780
15.880,40.190,15.090,3.240
15.860,39.860,15.116,3.990
15.950,40.620,15.140,3.350
15.520,39.470,15.175,3.720
15.800,39.660,15.230,3.780
15.840,40.720,15.255,3.560
15.860,40.380,15.280,3.190
15.880,40.720,15.306,3.940
16.050,39.900,15.333,3.080
16.130,39.760,15.358,4.040
16.070,39.470,15.385,3.400
15.950,40.330,15.409,3.140
16.150,39.470,15.436,3.720
16.210,39.570,15.463,3.720
16.220,39.280,15.488,3.400
16.180,40.810,15.514,3.300
16.290,39.140,15.539,3.560
16.320,39.280,15.566,3.780
16.380,39.660,15.589,3.720
16.180,39.180,15.637,3.080
16.160,40.570,15.700,3.240
16.420,39.330,15.757,3.560
16.240,40.290,15.820,3.300
16.230,39.420,15.883,3.670
15.990,40.620,15.943,3.190
15.870,40.330,15.967,3.140
15.970,40.430,15.993,3.830
16.020,39.520,16.021,3.940
16.110,39.950,16.045,3.780
16.090,40.430,16.072,3.140
16.180,39.620,16.090,3.720
16.050,39.710,16.123,3.140
16.080,39.810,16.148,3.670
15.850,39.570,16.189,3.240
16.060,40.330,16.223,3.300
16.230,39.950,16.251,3.670
16.290,39.810,16.277,3.240
16.220,39.950,16.301,3.940
16.310,39.660,16.328,3.670
16.420,39.900,16.354,3.830
16.430,39.380,16.382,3.560
16.480,40.770,16.406,3.350
16.460,40.240,16.431,4.040
16.490,39.180,16.457,3.830
16.420,40.670,16.484,3.240
16.480,39.420,16.510,3.720
16.520,40.720,16.537,3.400
16.610,39.180,16.563,3.780
16.630,40.810,16.590,3.240
16.630,39.950,16.612,3.990
16.530,39.470,16.641,3.940
16.760,40.570,16.700,3.240
16.640,39.900,16.761,3.560
16.770,39.380,16.825,3.560
16.680,38.990,16.880,3.140
16.790,39.860,16.940,3.780
16.720,40.090,17.009,3.140
16.870,40.330,17.067,3.510
16.670,39.230,17.119,3.670
16.670,39.810,17.180,3.190
16.870,40.480,17.237,3.300
17.060,39.420,17.299,3.560
16.830,40.530,17.368,3.620
16.810,40.240,17.425,3.670
16.770,39.710,17.483,3.080
16.680,40.720,17.544,3.510
16.820,39.330,17.602,3.080
16.700,40.480,17.666,3.300
16.730,40.090,17.723,3.670
16.750,40.240,17.790,3.080
16.790,40.140,17.856,3.560
16.650,39.660,17.922,3.670
16.520,40.620,17.945,3.400
16.680,39.950,17.972,3.140
16.780,39.810,17.998,3.460
16.800,40.000,18.024,3.190
16.870,39.950,18.049,3.400
16.950,40.330,18.075,3.300
16.910,40.430,18.099,3.780
16.930,39.470,18.125,3.620
17.040,40.620,18.151,3.300
17.080,40.380,18.179,3.510
16.880,39.520,18.227,3.350
16.890,40.670,18.289,3.350
16.810,41.200,18.311,3.780
16.970,39.710,18.337,3.720
16.920,40.480,18.365,3.460
17.020,39.280,18.389,3.300
17.000,40.480,18.416,3.240
17.060,40.810,18.441,3.400
17.060,39.620,18.465,3.400
17.110,40.670,18.493,3.510
17.110,40.770,18.518,3.350
17.160,40.000,18.544,3.670
17.050,40.380,18.570,3.350
17.090,41.340,18.597,3.880
16.800,39.280,18.622,3.560
17.030,39.520,18.645,3.300
17.070,40.720,18.672,3.560
17.080,40.380,18.698,3.300
17.250,40.140,18.724,3.620
17.320,39.380,18.751,3.350
17.160,40.050,18.777,3.140
17.180,40.530,18.804,3.510
17.170,39.950,18.829,3.510
17.250,39.620,18.853,3.400
17.270,39.470,18.882,3.240
16.980,40.770,18.908,3.400
17.400,39.040,18.965,3.400
17.270,40.960,19.016,3.780
17.460,39.710,19.079,3.560
17.500,40.480,19.135,3.460
17.310,39.710,19.208,3.510
17.330,39.950,19.261,3.140
17.500,41.000,19.323,3.670
17.450,39.620,19.388,3.460
17.540,40.570,19.439,3.300
17.760,40.000,19.495,3.560
17.510,40.380,19.565,3.240
17.430,40.910,19.637,3.620
17.580,40.620,19.692,3.670
17.130,39.230,19.763,3.400
17.070,39.420,19.829,3.190
16.870,40.720,19.894,3.400
17.020,39.090,19.930,3.240
16.980,40.000,19.955,3.190
17.090,40.670,19.983,3.670
17.060,40.810,20.007,3.830
17.310,39.380,20.033,3.400
16.490,39.860,20.095,3.080
16.510,41.200,20.137,3.780
16.570,39.620,20.165,3.460
16.590,40.430,20.187,3.240
16.750,40.620,20.233,3.350
16.850,40.090,20.257,3.190
16.880,41.100,20.281,3.720
17.040,39.420,20.308,3.460
17.170,40.330,20.332,3.300
17.180,39.180,20.361,3.140
17.250,40.290,20.386,3.240
17.220,40.770,20.410,3.560
17.390,39.330,20.437,3.190
17.380,40.670,20.463,3.350
17.280,39.660,20.488,3.620
17.380,40.240,20.515,3.300
17.460,39.950,20.539,3.880
17.520,39.180,20.568,3.300
17.510,39.570,20.592,3.720
17.640,39.280,20.619,3.190
17.410,40.720,20.645,3.510
17.570,40.330,20.672,3.880
17.650,39.180,20.696,3.510
17.490,40.570,20.723,3.460
17.610,39.860,20.748,3.400
17.660,39.950,20.775,3.460
17.840,40.050,20.801,3.510
17.870,40.090,20.827,3.460
17.850,40.090,20.852,3.350
18.000,40.140,20.878,3.400
18.070,40.140,20.904,3.350
18.060,40.140,20.930,3.350
18.160,40.240,20.954,3.350
18.170,40.240,20.983,3.300
18.190,40.290,21.009,3.190
18.300,40.240,21.034,3.190
18.340,40.240,21.059,3.190
18.420,40.330,21.085,3.190
18.350,40.380,21.112,3.300
18.440,40.380,21.136,3.350
18.360,40.380,21.164,3.350
18.430,40.430,21.190,3.300
18.400,40.530,21.213,3.300
18.580,40.620,21.241,3.350
18.590,40.720,21.265,3.350
18.420,40.380,21.294,3.080
18.230,40.190,21.318,3.830
18.460,39.180,21.347,3.080
18.370,40.910,21.371,3.400
18.380,40.000,21.397,3.670
18.440,40.860,21.422,3.510
18.430,40.670,21.448,3.830
18.480,39.900,21.475,3.190
18.430,40.430,21.500,3.620
18.590,39.280,21.525,3.400
18.450,40.330,21.550,3.670
18.590,40.050,21.578,3.940
18.530,39.330,21.605,3.140
17.910,41.200,21.630,4.040
14.690,39.950,21.794,3.780
15.060,40.620,21.815,-0.050
15.710,39.470,21.840,-1.700
15.750,40.140,21.868,0.270
16.220,40.330,21.891,0.590
16.500,39.470,21.920,0.690
16.430,40.290,21.945,0.690
16.570,40.190,21.970,1.070
16.600,39.420,21.993,0.690
16.580,40.720,22.020,0.800
16.630,40.380,22.045,0.320
16.790,40.000,22.072,0.690
16.220,40.480,22.127,0.210
16.260,39.420,22.168,0.110
16.290,40.670,22.193,0.050
16.360,39.760,22.218,-0.210
16.410,39.860,22.243,0.160
16.430,39.900,22.270,-0.370
16.390,40.910,22.296,0.210
16.430,39.280,22.323,-0.160
16.480,39.760,22.346,-0.420
16.510,40.530,22.374,-0.320
16.650,41.100,22.398,-0.260
16.610,40.140,22.423,-0.210
16.530,39.810,22.449,-0.420
16.780,40.050,22.477,-0.690
16.680,40.480,22.502,-0.800
16.800,40.670,22.527,-0.480
17.000,39.810,22.554,-0.480
16.940,39.420,22.577,-1.060
17.000,40.620,22.605,-0.850
16.970,40.000,22.631,-0.580
16.920,40.810,22.657,-0.960
16.840,40.190,22.683,-0.690
16.820,39.570,22.708,-1.120
16.590,40.480,22.734,-1.120
16.690,40.090,22.759,-1.270
16.800,40.570,22.784,-1.170
16.850,40.140,22.811,-1.330
17.240,39.520,22.836,-1.220
17.040,40.090,22.863,-1.490
17.200,40.670,22.888,-1.330
17.150,39.660,22.915,-1.330
17.220,39.230,22.939,-1.590
17.290,40.330,22.965,-1.700
17.410,39.470,23.002,-1.490
16.950,40.910,23.035,-1.380
17.330,39.860,23.059,-1.430
17.290,39.470,23.086,-1.650
17.470,40.810,23.113,-1.750
17.450,40.140,23.135,-1.650
17.570,39.620,23.163,-1.700
17.540,40.240,23.187,-1.750
17.530,39.660,23.214,-2.070
17.540,40.810,23.240,-1.910
17.760,40.140,23.265,-1.910
17.670,39.140,23.292,-2.130
17.420,40.050,23.317,-2.290
17.390,40.480,23.342,-2.230
17.600,40.050,23.368,-2.180
17.450,40.430,23.393,-2.340
17.570,40.290,23.419,-2.290
17.610,39.520,23.443,-2.390
17.750,39.380,23.470,-2.500
17.550,40.380,23.495,-2.660
17.650,39.520,23.523,-2.500
17.670,39.040,23.548,-2.660
17.400,40.530,23.575,-2.820
17.560,41.150,23.599,-2.500
17.720,39.570,23.627,-2.760
17.670,39.760,23.652,-3.030
17.760,39.950,23.676,-3.080
17.700,40.330,23.700,-2.980
17.880,40.050,23.728,-2.870
17.830,39.180,23.753,-3.190
17.790,40.960,23.779,-2.980
17.860,40.430,23.806,-2.870
17.740,38.900,23.832,-3.400
17.250,40.670,23.885,0.210
17.040,39.860,23.949,-0.320
17.100,39.280,24.011,-0.800
15.810,39.900,24.096,3.560
15.490,40.720,24.154,3.720
15.810,40.190,24.180,3.780
15.890,39.900,24.207,4.040
16.040,38.990,24.233,3.720
15.950,40.380,24.259,3.670
15.950,40.670,24.284,3.880
16.050,39.330,24.310,3.780
16.120,40.670,24.337,3.670
16.150,41.150,24.361,3.830
16.270,39.900,24.386,3.830
16.160,39.570,24.412,3.620
16.310,39.760,24.435,3.510
16.410,39.520,24.461,3.560
16.420,40.810,24.488,3.780
16.520,39.620,24.515,3.620
16.500,39.810,24.540,3.080
16.610,40.000,24.564,3.720
16.590,40.000,24.593,3.190
16.520,40.050,24.618,3.620
16.510,40.190,24.642,3.400
16.550,39.900,24.669,3.400
16.500,40.720,24.695,3.190
16.650,39.570,24.720,3.510
16.580,40.530,24.747,3.300
16.570,40.330,24.771,4.100
15.740,40.050,24.819,3.190
16.020,40.330,24.855,3.720
16.200,40.770,24.881,3.400
15.340,40.190,24.920,3.670
15.440,40.330,24.977,3.240
15.540,39.950,25.014,2.930
