Axial_load,Confining_Pressure,Displesment,Pore_Pressure
7.690,41.680,3.099,5.050
7.720,41.770,3.125,5.050
7.780,41.050,3.151,4.890
7.780,41.240,3.177,5.050
7.740,41.440,3.201,5.110
7.860,41.920,3.227,5.110
7.900,41.050,3.252,5.000
7.850,41.200,3.280,5.000
7.870,41.290,3.306,5.050
7.880,41.480,3.328,5.110
7.990,41.000,3.358,5.000
7.970,41.200,3.380,5.050
8.060,41.200,3.409,5.050
8.090,41.390,3.433,5.160
8.080,41.100,3.458,5.000
8.160,41.290,3.486,5.160
8.160,41.340,3.509,5.050
8.190,41.820,3.537,5.160
8.230,41.440,3.562,5.050
8.280,41.530,3.586,5.110
8.280,41.630,3.613,5.110
8.340,41.390,3.639,5.050
8.370,41.580,3.666,5.110
8.270,41.580,3.689,5.110
8.340,41.720,3.714,5.110
8.540,41.390,3.743,5.050
8.570,41.480,3.767,5.110
8.610,41.630,3.794,5.050
8.660,41.820,3.819,5.160
8.660,41.440,3.845,5.110
8.630,41.290,3.870,5.000
8.740,41.440,3.897,5.110
8.830,41.580,3.924,5.110
8.790,41.680,3.950,5.110
8.830,41.480,3.976,5.050
8.860,41.580,4.001,5.160
8.940,41.680,4.029,5.160
8.940,41.720,4.053,5.110
8.920,41.480,4.078,5.110
8.910,41.580,4.106,5.050
8.920,41.630,4.131,5.210
9.060,41.770,4.154,5.160
9.050,41.580,4.183,5.160
9.110,41.680,4.210,5.110
9.070,41.770,4.235,5.110
9.110,41.240,4.262,5.050
9.100,41.390,4.287,5.110
9.250,41.480,4.315,5.110
9.230,41.770,4.342,5.160
9.240,41.290,4.367,5.160
9.280,41.340,4.394,5.160
9.230,41.480,4.418,5.050
9.400,41.240,4.446,5.000
9.370,41.240,4.472,5.110
9.410,41.340,4.497,5.160
9.450,41.390,4.523,5.110
9.510,40.910,4.548,4.840
9.510,41.680,4.575,5.160
9.580,41.720,4.602,5.110
9.610,41.050,4.629,5.160
9.510,41.200,4.653,5.110
9.610,41.290,4.679,5.160
9.620,41.440,4.707,5.210
9.690,41.530,4.734,5.160
9.650,41.680,4.759,5.210
9.600,41.720,4.785,5.160
9.670,41.770,4.810,5.160
9.710,41.150,4.837,5.160
9.590,41.240,4.860,5.110
9.620,41.340,4.886,5.160
9.650,41.580,4.911,5.210
9.690,41.680,4.937,5.160
9.800,41.770,4.964,5.160
9.650,41.200,4.994,5.050
9.480,41.390,5.017,5.160
9.580,41.440,5.043,5.160
9.660,41.480,5.068,5.160
9.750,41.530,5.096,5.160
9.760,41.580,5.121,5.210
9.880,41.770,5.150,5.210
10.010,41.630,5.174,5.110
9.880,41.680,5.203,5.160
9.970,41.720,5.226,5.160
10.010,41.580,5.254,5.160
10.010,41.680,5.277,5.160
10.110,41.820,5.305,5.210
10.170,41.440,5.331,5.110
10.170,41.530,5.356,5.210
10.200,41.680,5.383,5.160
10.280,41.720,5.407,5.210
10.310,41.150,5.436,5.160
10.260,41.290,5.460,5.210
10.330,41.390,5.487,5.160
10.270,41.480,5.513,5.160
10.490,41.480,5.534,5.210
10.480,41.630,5.565,5.210
10.460,41.680,5.589,5.210
10.530,41.820,5.616,5.210
10.460,41.290,5.641,5.210
10.510,41.390,5.667,5.210
10.570,41.480,5.693,5.160
10.580,41.390,5.719,5.110
10.630,41.580,5.745,5.210
10.630,41.720,5.770,5.160
10.710,41.770,5.796,5.270
10.750,41.720,5.821,5.210
10.780,41.820,5.849,5.270
10.740,41.340,5.876,5.050
10.800,41.530,5.901,5.210
10.690,41.720,5.930,5.270
10.680,41.340,5.956,5.160
10.730,41.440,5.982,5.210
10.730,41.530,6.007,5.160
10.770,41.630,6.034,5.210
10.910,41.340,6.060,5.210
10.900,41.480,6.085,5.270
10.920,41.530,6.112,5.270
11.050,41.720,6.139,5.270
11.060,41.480,6.165,5.270
10.930,41.530,6.191,5.210
10.960,41.630,6.214,5.270
10.970,41.720,6.240,5.270
11.070,41.720,6.267,5.210
11.100,41.820,6.293,5.270
11.070,41.480,6.316,5.270
11.100,41.480,6.342,5.210
11.180,41.580,6.371,5.270
11.140,41.770,6.395,5.270
11.250,41.480,6.422,5.320
11.250,41.580,6.447,5.270
11.320,41.720,6.475,5.270
11.010,41.820,6.523,5.270
11.060,41.770,6.546,5.210
11.150,41.580,6.572,5.320
11.230,41.630,6.598,5.320
11.310,41.770,6.627,5.320
11.310,41.240,6.654,5.320
11.250,41.290,6.681,5.270
11.320,41.390,6.706,5.210
11.410,41.580,6.733,5.270
11.410,41.580,6.760,5.270
11.380,41.680,6.783,5.270
11.450,41.770,6.809,5.320
11.440,41.530,6.833,5.270
11.500,41.680,6.860,5.270
11.570,41.770,6.888,5.320
11.650,41.820,6.911,5.320
11.660,41.530,6.938,5.320
11.590,41.630,6.963,5.270
11.680,41.680,6.989,5.270
11.680,41.100,7.015,5.050
11.700,41.390,7.040,5.320
11.440,41.440,7.067,5.270
11.600,41.530,7.096,5.270
11.760,41.150,7.121,5.110
11.620,41.340,7.149,5.320
11.650,41.440,7.173,5.320
11.530,41.480,7.201,5.320
11.600,41.340,7.224,5.160
11.690,41.440,7.252,5.370
11.660,41.530,7.278,5.320
11.680,41.630,7.303,5.320
11.610,41.290,7.332,5.210
11.630,41.240,7.359,5.320
11.640,41.440,7.383,5.320
11.730,41.530,7.410,5.320
11.760,41.820,7.434,5.420
11.430,41.440,7.478,5.320
11.580,41.530,7.511,5.320
11.560,41.580,7.539,5.320
11.700,41.820,7.565,5.370
11.690,41.290,7.592,5.320
11.670,41.390,7.618,5.270
11.820,41.480,7.643,5.320
11.780,41.630,7.670,5.270
11.910,41.530,7.696,5.270
11.860,41.580,7.722,5.320
11.990,41.680,7.749,5.370
11.960,41.720,7.774,5.320
12.010,41.720,7.802,5.320
12.030,41.390,7.829,5.210
12.030,41.440,7.857,5.320
12.100,41.580,7.883,5.370
12.130,41.630,7.908,5.370
12.080,41.720,7.934,5.320
12.020,41.720,7.961,5.320
12.050,41.480,7.985,5.320
11.900,41.630,8.013,5.320
12.010,41.680,8.038,5.320
12.140,41.770,8.064,5.370
12.070,41.150,8.091,5.320
12.190,41.340,8.117,5.370
12.190,41.340,8.142,5.210
12.070,41.480,8.189,5.420
11.530,41.480,8.266,5.320
11.630,41.630,8.291,5.320
11.970,41.240,8.318,5.210
11.850,41.200,8.343,5.320
12.030,41.290,8.371,5.370
12.060,41.290,8.396,5.370
12.200,41.480,8.422,5.370
12.150,41.290,8.447,5.320
12.290,41.480,8.473,5.420
12.210,41.530,8.500,5.370
12.320,41.580,8.525,5.370
12.390,41.390,8.551,5.270
12.390,41.480,8.577,5.370
12.450,41.580,8.602,5.420
12.510,41.680,8.629,5.370
12.560,41.720,8.656,5.370
12.450,41.340,8.680,5.370
12.480,41.440,8.706,5.370
12.570,41.530,8.729,5.420
12.340,41.580,8.755,5.370
12.570,41.200,8.782,5.370
12.600,41.390,8.808,5.370
12.480,41.440,8.850,5.320
12.410,41.580,8.876,5.370
12.530,41.240,8.902,5.370
12.460,41.390,8.932,5.420
12.400,41.440,8.972,5.320
12.470,41.530,8.997,5.370
12.570,41.390,9.023,5.320
12.560,41.580,9.046,5.370
12.550,41.630,9.072,5.420
12.620,41.720,9.101,5.370
12.490,41.770,9.125,5.420
12.390,41.100,9.155,5.480
12.450,41.200,9.179,5.420
12.420,41.290,9.203,5.370
12.560,41.340,9.231,5.420
12.690,41.390,9.256,5.370
12.450,41.480,9.283,5.370
12.590,41.530,9.308,5.480
12.600,41.630,9.342,5.370
12.590,41.050,9.393,5.210
12.510,41.150,9.416,5.420
12.560,41.240,9.444,5.420
12.550,41.340,9.469,5.480
12.570,41.390,9.491,5.480
12.570,41.480,9.520,5.420
12.630,41.580,9.543,5.370
12.730,41.630,9.570,5.420
12.820,41.720,9.596,5.370
12.790,41.680,9.622,5.370
12.800,41.720,9.647,5.420
12.940,41.630,9.671,5.370
13.070,41.720,9.698,5.480
13.020,41.770,9.723,5.480
13.130,41.630,9.749,5.480
13.110,41.680,9.773,5.370
13.220,41.720,9.799,5.420
13.300,41.720,9.825,5.420
13.230,41.440,9.853,5.370
12.750,41.580,9.881,5.420
12.650,41.630,9.909,5.370
12.880,41.680,9.935,5.480
13.010,41.770,9.960,5.480
13.190,41.720,9.989,5.480
13.170,41.820,10.013,5.480
13.300,41.720,10.040,5.480
13.290,41.630,10.064,5.370
13.420,41.720,10.091,5.420
13.440,41.770,10.115,5.420
13.490,41.630,10.142,5.530
13.420,41.720,10.167,5.480
13.460,41.770,10.195,5.420
13.320,41.240,10.227,5.320
13.280,41.440,10.263,5.420
13.340,41.480,10.288,5.480
13.470,41.000,10.312,5.270
13.360,41.150,10.341,5.420
12.980,41.290,10.395,5.480
13.070,41.390,10.420,5.480
13.230,41.630,10.446,5.480
13.270,41.240,10.473,5.530
13.260,41.340,10.498,5.480
13.340,41.390,10.524,5.480
13.440,41.580,10.550,5.480
13.400,41.150,10.576,5.320
13.400,41.340,10.604,5.530
13.350,41.340,10.629,5.480
13.450,41.390,10.654,5.580
13.560,41.820,10.682,5.530
13.500,41.290,10.707,5.480
13.620,41.390,10.733,5.420
13.620,41.530,10.759,5.420
13.610,41.530,10.785,5.480
13.690,41.100,10.812,5.320
13.530,41.290,10.837,5.480
13.630,41.340,10.863,5.530
13.620,41.390,10.888,5.480
13.660,41.630,10.912,5.480
13.700,41.200,10.940,5.480
13.700,41.340,10.966,5.420
13.820,41.390,10.994,5.480
13.810,41.480,11.019,5.480
13.820,41.580,11.045,5.370
13.890,41.630,11.097,5.480
13.900,41.720,11.151,5.480
13.740,41.770,11.188,5.480
13.790,41.290,11.213,5.420
13.690,41.440,11.238,5.530
13.790,41.480,11.266,5.480
13.900,41.580,11.290,5.480
14.020,41.720,11.316,5.530
13.900,41.240,11.341,5.420
13.900,41.390,11.368,5.530
13.970,41.480,11.394,5.480
14.010,41.480,11.420,5.480
13.990,41.960,11.448,5.640
14.010,41.630,11.471,5.480
14.160,41.680,11.499,5.480
14.160,41.770,11.525,5.480
14.220,41.290,11.550,5.480
14.260,41.440,11.579,5.480
14.240,41.530,11.605,5.530
14.240,41.630,11.630,5.530
14.190,41.200,11.656,5.320
14.080,41.290,11.682,5.480
13.960,41.390,11.732,5.480
14.070,41.480,11.757,5.580
14.130,41.580,11.783,5.530
14.300,41.630,11.810,5.420
14.310,41.680,11.837,5.480
14.460,41.770,11.863,5.530
14.420,41.530,11.888,5.530
14.500,41.530,11.914,5.480
14.470,41.630,11.940,5.530
14.420,41.770,11.967,5.530
14.410,41.480,11.991,5.580
14.470,41.580,12.018,5.480
14.510,41.680,12.042,5.480
14.350,41.720,12.071,5.530
14.340,41.870,12.094,5.530
14.380,41.240,12.121,5.370
14.490,41.440,12.146,5.530
14.440,41.480,12.172,5.530
14.350,41.530,12.197,5.530
14.520,41.680,12.223,5.530
14.540,41.240,12.249,5.530
14.450,41.340,12.273,5.480
14.580,41.440,12.300,5.480
14.550,41.480,12.325,5.530
14.630,41.770,12.351,5.580
14.710,41.530,12.378,5.530
14.630,41.630,12.404,5.530
14.630,41.720,12.430,5.530
14.750,41.770,12.451,5.480
14.640,41.340,12.481,5.530
14.690,41.440,12.509,5.580
14.460,41.580,12.534,5.530
14.550,41.580,12.560,5.580
14.570,41.630,12.586,5.580
14.770,41.720,12.613,5.580
14.810,41.820,12.640,5.530
14.730,41.480,12.664,5.580
14.800,41.580,12.691,5.480
14.070,41.680,12.743,5.480
14.130,41.770,12.802,5.530
14.290,41.630,12.855,5.530
14.160,41.680,12.915,5.530
14.070,41.770,12.949,5.530
14.240,41.290,12.975,5.420
14.190,41.440,13.019,5.580
14.350,41.480,13.076,5.580
14.150,41.530,13.135,5.480
14.150,41.630,13.160,5.530
14.330,41.000,13.188,5.420
14.400,41.200,13.216,5.530
14.450,41.290,13.242,5.580
14.470,41.340,13.271,5.530
14.280,41.480,13.295,5.530
14.340,41.240,13.322,5.580
14.270,41.340,13.348,5.530
14.320,41.390,13.371,5.530
14.450,41.480,13.397,5.480
14.480,41.340,13.422,5.420
14.570,41.480,13.448,5.580
14.690,41.580,13.475,5.530
14.740,41.680,13.502,5.530
14.740,41.820,13.529,5.530
14.800,41.480,13.555,5.580
14.840,41.630,13.579,5.530
14.890,41.630,13.606,5.580
14.960,41.720,13.632,5.530
15.010,41.390,13.658,5.640
14.880,41.480,13.684,5.580
14.830,41.630,13.707,5.580
14.880,41.480,13.733,5.530
14.860,41.530,13.760,5.580
15.080,41.630,13.786,5.580
15.080,41.680,13.811,5.580
15.170,41.770,13.833,5.580
15.140,41.150,13.865,5.580
15.140,41.290,13.889,5.580
15.220,41.580,13.915,5.740
15.110,41.340,13.942,5.530
15.190,41.440,13.968,5.530
15.200,41.480,13.993,5.580
15.170,41.630,14.019,5.580
15.200,41.440,14.045,5.530
15.190,41.480,14.070,5.580
15.230,41.580,14.097,5.530
15.320,41.630,14.127,5.580
15.290,41.770,14.152,5.530
15.290,41.630,14.176,5.580
15.340,41.630,14.202,5.530
15.300,41.720,14.227,5.580
15.410,41.770,14.254,5.640
15.290,41.530,14.280,5.580
15.300,41.630,14.304,5.640
15.270,41.720,14.331,5.580
15.260,41.720,14.357,5.530
15.330,41.680,14.382,5.580
14.890,41.770,14.429,5.580
15.020,41.770,14.454,5.640
15.060,41.340,14.483,5.480
15.040,41.440,14.510,5.640
15.060,41.480,14.535,5.640
15.110,41.580,14.561,5.580
15.160,41.720,14.587,5.640
15.160,41.000,14.615,5.480
15.090,41.200,14.638,5.580
15.130,41.240,14.665,5.530
15.170,41.290,14.691,5.580
15.140,41.390,14.718,5.640
15.150,41.150,14.765,5.370
15.100,41.340,14.819,5.530
15.100,41.390,14.866,5.580
15.030,41.480,14.926,5.580
15.040,41.580,14.988,5.640
15.100,41.340,15.053,5.580
15.090,41.440,15.108,5.580
15.060,41.580,15.130,5.640
15.070,41.630,15.156,5.640
15.040,41.720,15.182,5.640
15.020,40.960,15.209,5.530
14.660,41.100,15.235,5.580
14.610,41.200,15.260,5.580
14.720,41.200,15.282,5.640
14.660,41.340,15.309,5.580
14.880,41.200,15.335,5.480
14.870,41.340,15.361,5.580
14.880,41.390,15.386,5.580
14.970,41.440,15.413,5.580
14.990,41.630,15.439,5.640
15.030,41.290,15.466,5.640
15.050,41.440,15.490,5.580
15.130,41.530,15.517,5.580
15.110,41.480,15.542,5.530
15.060,41.580,15.568,5.580
15.160,41.630,15.593,5.640
15.170,41.680,15.622,5.580
15.240,41.680,15.646,5.580
15.280,41.680,15.674,5.580
15.330,41.770,15.699,5.640
15.230,41.480,15.731,5.640
15.240,41.580,15.766,5.530
15.370,41.680,15.790,5.580
15.500,41.720,15.815,5.640
15.520,41.820,15.842,5.580
15.560,41.580,15.869,5.640
15.590,41.630,15.893,5.580
15.550,41.720,15.917,5.640
15.640,41.720,15.945,5.580
15.700,41.240,15.970,5.530
15.570,41.390,15.996,5.580
15.630,41.440,16.022,5.580
15.690,41.440,16.048,5.640
15.630,41.580,16.081,5.740
15.630,41.290,16.116,5.640
15.650,41.240,16.143,5.530
15.760,41.440,16.168,5.690
15.680,41.530,16.192,5.640
15.850,41.630,16.221,5.580
15.660,41.770,16.245,5.640
15.780,41.150,16.269,5.580
15.760,41.340,16.296,5.640
15.810,41.390,16.325,5.640
15.810,42.010,16.363,5.800
15.770,41.200,16.389,5.640
15.880,41.290,16.414,5.640
15.910,41.390,16.439,5.640
16.020,41.480,16.467,5.640
16.000,41.770,16.492,5.690
16.020,41.290,16.520,5.690
16.080,41.340,16.545,5.640
16.110,41.440,16.572,5.690
16.030,40.770,16.623,5.370
15.910,41.150,16.659,5.530
15.840,41.240,16.686,5.690
16.090,41.390,16.710,5.640
16.060,41.290,16.736,5.530
16.110,41.960,16.763,5.800
16.080,41.240,16.791,5.640
16.090,41.340,16.815,5.530
16.080,41.390,16.844,5.640
16.080,41.480,16.867,5.640
16.080,41.770,16.893,5.690
15.990,41.390,16.920,5.580
16.080,41.440,16.946,5.640
15.940,41.530,16.970,5.580
16.110,41.580,16.996,5.690
16.070,41.390,17.024,5.480
16.120,41.530,17.063,5.580
16.090,41.580,17.087,5.640
16.050,41.630,17.113,5.640
16.090,41.680,17.138,5.640
16.250,41.530,17.165,5.640
16.000,41.630,17.191,5.690
16.200,41.680,17.217,5.690
16.150,41.770,17.244,5.690
16.160,41.480,17.271,5.690
16.170,41.480,17.295,5.640
16.220,41.580,17.322,5.580
16.140,41.630,17.348,5.640
16.190,41.680,17.375,5.640
16.200,41.680,17.401,5.640
16.250,41.720,17.426,5.640
16.190,41.720,17.455,5.640
16.320,41.820,17.479,5.690
16.210,41.290,17.506,5.580
16.280,41.390,17.531,5.640
16.360,41.480,17.557,5.640
16.130,41.530,17.582,5.690
16.300,41.630,17.609,5.640
16.470,41.200,17.635,5.530
16.360,41.290,17.661,5.640
16.460,41.440,17.689,5.690
16.450,41.440,17.714,5.580
16.390,41.480,17.741,5.640
16.340,41.720,17.789,5.690
16.270,41.200,17.817,5.640
16.370,41.240,17.841,5.640
16.210,41.340,17.899,5.580
16.070,41.390,17.925,5.640
16.070,41.440,17.951,5.640
16.150,41.240,17.977,5.640
16.350,41.100,18.003,5.580
16.210,41.240,18.028,5.580
16.180,41.290,18.057,5.580
16.330,41.340,18.081,5.640
16.450,41.440,18.106,5.640
16.540,41.200,18.132,5.480
16.520,41.290,18.177,5.640
16.550,41.390,18.202,5.690
16.670,41.630,18.229,5.740
16.460,41.340,18.255,5.690
16.670,41.390,18.280,5.640
16.140,41.480,18.329,5.640
16.140,41.530,18.366,5.640
16.360,41.720,18.391,5.740
16.520,41.530,18.420,5.640
16.660,41.580,18.444,5.640
16.720,41.630,18.470,5.690
16.700,41.720,18.498,5.690
16.690,41.770,18.522,5.640
16.770,41.340,18.547,5.640
16.810,41.440,18.573,5.640
16.880,41.480,18.599,5.640
17.010,41.530,18.624,5.640
17.060,41.820,18.651,5.740
17.080,41.580,18.678,5.690
17.010,41.680,18.708,5.690
17.090,41.680,18.731,5.690
17.090,41.770,18.758,5.640
17.040,41.240,18.803,5.690
16.740,41.340,18.845,5.690
16.950,41.440,18.900,5.690
16.750,41.480,18.921,5.690
16.840,41.530,18.949,5.690
16.990,41.200,18.974,5.420
16.910,41.390,19.000,5.690
16.860,41.440,19.028,5.690
16.920,41.480,19.051,5.690
17.010,41.580,19.079,5.690
17.030,42.060,19.104,5.740
17.110,41.960,19.130,5.900
17.030,41.240,19.157,5.690
17.100,41.340,19.184,5.640
17.080,41.390,19.208,5.690
16.980,41.440,19.235,5.640
17.140,41.580,19.259,5.690
17.190,41.680,19.286,5.800
17.190,41.440,19.311,5.640
17.220,41.580,19.338,5.690
17.280,41.680,19.362,5.690
17.420,40.720,19.390,5.370
17.310,41.050,19.412,5.480
17.230,41.240,19.439,5.640
17.390,41.390,19.467,5.740
17.360,41.480,19.491,5.640
17.390,41.580,19.520,5.690
17.350,41.870,19.545,5.690
17.290,41.390,19.571,5.690
17.460,41.480,19.598,5.690
17.420,41.630,19.622,5.690
17.530,41.680,19.648,5.690
17.590,41.820,19.673,5.690
17.490,41.440,19.701,5.690
17.520,41.530,19.726,5.690
17.630,41.680,19.752,5.690
17.590,41.770,19.779,5.690
17.710,41.150,19.806,5.530
17.530,41.150,19.831,5.690
17.520,41.240,19.858,5.690
17.600,41.290,19.884,5.690
17.560,41.340,19.909,5.640
17.630,41.480,19.935,5.690
17.800,41.100,19.961,5.420
17.690,41.340,19.998,5.690
17.790,41.440,20.052,5.640
17.580,41.530,20.073,5.640
17.820,41.580,20.100,5.690
17.950,41.820,20.128,5.740
17.780,41.050,20.152,5.690
17.740,41.200,20.179,5.690
17.750,41.240,20.203,5.690
17.830,41.340,20.231,5.740
17.930,41.440,20.256,5.740
17.970,41.630,20.282,5.800
17.910,41.440,20.314,5.740
17.920,41.530,20.351,5.690
17.250,41.630,20.424,5.740
17.140,41.720,20.454,5.690
17.320,41.770,20.478,5.740
17.290,41.530,20.505,5.690
17.460,41.630,20.529,5.640
17.490,41.680,20.557,5.800
17.530,41.960,20.581,5.900
17.360,41.720,20.608,5.690
17.570,41.580,20.634,5.740
17.590,41.680,20.659,5.690
17.680,41.770,20.685,5.740
17.630,41.390,20.711,5.740
17.640,41.440,20.737,5.740
17.460,41.530,20.775,5.690
17.650,41.630,20.825,5.690
17.440,41.770,20.855,5.800
17.250,41.390,20.911,5.580
17.200,41.440,20.958,5.690
17.250,41.530,20.978,5.690
16.340,41.630,21.053,5.690
16.530,41.720,21.076,5.690
16.810,40.960,21.103,5.530
16.660,41.150,21.129,5.690
16.820,41.200,21.153,5.690
17.030,41.340,21.179,5.690
17.100,41.390,21.206,5.740
16.970,41.580,21.233,5.740
17.120,41.290,21.256,5.690
17.120,41.390,21.282,5.800
17.110,41.480,21.308,5.740
17.160,41.530,21.334,5.740
17.190,41.630,21.361,5.740
17.000,41.290,21.406,5.640
16.950,41.440,21.446,5.800
17.060,41.480,21.471,5.740
17.080,41.580,21.499,5.690
17.250,41.680,21.525,5.800
17.190,41.000,21.551,5.530
17.250,41.200,21.578,5.740
17.290,41.290,21.603,5.800
17.340,41.340,21.629,5.690
17.440,41.440,21.656,5.740
17.530,41.720,21.680,5.800
17.530,41.340,21.705,5.690
17.640,41.440,21.732,5.740
17.310,41.480,21.760,5.690
17.430,41.580,21.782,5.740
17.530,41.680,21.808,5.800
17.380,41.050,21.837,5.640
17.420,41.240,21.859,5.740
17.350,41.920,21.889,5.850
17.400,41.680,21.912,5.800
17.480,41.770,21.937,5.740
17.640,41.680,21.965,5.740
17.530,41.770,21.989,5.740
17.480,41.200,22.016,5.740
17.500,41.290,22.043,5.740
17.580,41.440,22.067,5.740
17.400,41.440,22.093,5.740
17.540,41.580,22.121,5.740
17.780,41.000,22.149,5.530
17.800,41.150,22.193,5.740
17.870,41.240,22.251,5.690
17.830,41.340,22.306,5.740
17.810,41.440,22.363,5.690
17.980,41.530,22.421,5.740
18.050,41.240,22.472,5.640
17.980,41.390,22.524,5.740
18.080,41.440,22.577,5.690
18.180,41.580,22.638,5.740
17.870,41.630,22.664,5.740
17.960,41.440,22.691,5.640
17.840,41.580,22.721,5.690
17.570,41.630,22.765,5.690
17.690,41.720,22.790,5.800
17.810,41.770,22.814,5.690
17.720,41.480,22.845,5.800
17.770,41.580,22.870,5.740
17.960,41.630,22.894,5.740
17.900,41.680,22.920,5.740
17.860,41.770,22.946,5.740
17.920,41.530,22.972,5.740
17.790,41.630,23.000,5.690
18.000,41.680,23.024,5.690
17.890,41.770,23.050,5.740
17.410,41.680,23.093,5.740
17.400,41.720,23.157,5.740
17.470,41.390,23.209,5.640
17.370,41.440,23.232,5.740
17.380,41.480,23.257,5.740
17.430,41.580,23.284,5.740
17.530,41.680,23.310,5.740
17.650,41.770,23.337,5.740
17.540,41.050,23.363,5.530
17.580,41.150,23.389,5.690
17.700,41.290,23.415,5.740
17.670,41.390,23.438,5.740
17.720,41.390,23.465,5.740
17.760,41.480,23.491,5.740
17.860,41.770,23.513,5.740
17.850,41.240,23.545,5.740
17.920,41.340,23.570,5.740
17.920,41.390,23.595,5.740
17.980,41.480,23.621,5.800
18.050,41.530,23.648,5.800
17.980,41.720,23.672,5.800
18.080,40.960,23.698,5.530
17.850,41.100,23.728,5.640
17.870,41.240,23.769,5.690
17.950,41.340,23.796,5.800
18.030,41.390,23.821,5.740
18.000,41.440,23.847,5.740
18.010,41.720,23.873,5.800
18.120,41.580,23.899,5.740
17.980,41.630,23.924,5.740
18.090,41.770,23.949,5.740
18.080,41.440,23.978,5.640
18.070,41.530,24.002,5.740
18.160,41.630,24.028,5.800
18.290,41.680,24.056,5.740
18.280,41.770,24.085,5.800
18.410,41.440,24.111,5.690
18.360,41.580,24.136,5.740
18.430,41.630,24.161,5.740
18.420,41.720,24.189,5.740
18.560,41.820,24.214,5.800
