Axial_load,Confining_Pressure,Displesment,Pore_Pressure
17.110,83.550,8.091,8.400
17.140,82.590,8.117,8.140
17.000,83.070,8.142,8.400
17.170,83.400,8.168,8.460
17.340,82.300,8.192,8.030
17.390,83.310,8.218,8.400
17.320,83.260,8.246,8.460
17.390,82.250,8.267,7.770
17.520,83.310,8.294,8.400
17.620,82.490,8.320,8.030
17.500,82.970,8.349,8.460
17.760,83.350,8.373,8.460
17.870,81.960,8.399,7.820
17.740,83.590,8.424,8.400
17.810,83.070,8.451,8.400
17.970,83.210,8.478,8.460
18.070,83.550,8.502,8.460
18.040,83.640,8.530,8.620
18.130,83.110,8.555,8.460
18.250,83.400,8.581,8.400
18.380,82.920,8.606,8.510
18.360,83.500,8.630,8.400
18.390,83.110,8.658,8.460
18.520,83.260,8.680,8.350
18.510,81.730,8.709,7.710
18.460,82.970,8.734,8.400
18.580,83.350,8.763,8.460
18.690,81.530,8.786,7.550
18.700,82.400,8.810,7.920
18.870,83.590,8.836,8.460
18.640,83.020,8.862,8.460
18.750,82.920,8.888,8.460
18.900,82.780,8.916,8.510
18.950,83.110,8.941,8.400
19.040,83.450,8.966,8.400
18.990,82.680,8.997,8.510
19.040,83.500,9.019,8.510
19.110,82.920,9.048,8.510
19.210,83.640,9.073,8.460
19.240,83.550,9.100,8.400
19.140,83.790,9.127,9.310
19.220,82.920,9.150,8.460
19.330,83.310,9.175,8.460
19.470,83.210,9.204,8.400
19.450,83.550,9.231,8.460
19.460,83.260,9.256,8.460
19.460,83.110,9.282,8.510
19.450,83.020,9.309,8.400
19.460,82.590,9.330,8.080
19.620,83.110,9.359,8.460
19.700,82.880,9.385,8.350
19.740,83.260,9.410,8.460
19.960,83.590,9.437,8.460
19.660,82.830,9.462,8.460
19.870,83.210,9.489,8.400
20.050,83.500,9.513,8.510
19.980,82.060,9.542,7.710
20.130,83.590,9.564,8.460
20.100,83.350,9.592,8.460
20.280,83.210,9.618,8.510
20.350,82.730,9.643,8.400
20.270,82.830,9.670,8.400
20.320,83.210,9.696,8.400
20.460,83.500,9.723,8.460
20.420,83.160,9.751,8.460
20.440,83.210,9.778,8.510
20.380,83.500,9.799,8.400
20.510,81.820,9.827,7.770
20.490,83.550,9.852,8.460
20.550,82.540,9.879,8.030
20.580,83.160,9.905,8.460
20.720,83.500,9.931,8.400
20.640,82.970,9.960,8.460
20.670,83.260,9.983,8.620
20.840,82.920,10.008,8.460
20.850,83.110,10.034,8.400
20.840,83.450,10.058,8.460
20.890,83.350,10.084,8.670
20.920,83.070,10.112,8.460
21.050,83.400,10.135,8.400
21.010,82.880,10.165,8.460
20.990,83.020,10.188,8.400
21.100,83.980,10.210,8.720
20.920,83.550,10.239,8.460
21.100,83.310,10.265,8.560
21.360,83.070,10.289,8.400
20.920,83.450,10.339,8.400
21.040,83.400,10.367,8.720
21.130,83.450,10.391,8.350
21.100,82.680,10.418,8.460
21.180,83.070,10.443,8.460
21.280,83.500,10.468,8.400
21.230,83.260,10.494,8.460
21.400,83.350,10.518,8.510
21.510,82.110,10.544,8.030
21.390,83.020,10.570,8.400
21.670,83.350,10.595,8.510
21.800,83.640,10.622,8.400
21.590,83.350,10.647,8.350
21.900,82.920,10.672,8.190
21.500,83.020,10.695,8.560
21.730,83.160,10.723,8.350
21.770,82.590,10.749,8.350
21.890,83.110,10.773,8.400
21.920,83.550,10.800,8.460
21.960,83.210,10.826,8.460
21.960,83.500,10.851,8.400
21.980,82.440,10.878,8.080
21.900,83.500,10.901,8.400
21.850,83.260,10.932,8.460
22.000,83.640,10.954,8.400
21.820,83.740,10.979,8.670
21.910,83.020,11.006,8.460
22.050,83.310,11.031,8.400
22.140,83.590,11.058,8.400
21.950,82.730,11.083,8.350
22.210,83.070,11.110,8.460
22.130,82.970,11.135,8.460
22.270,82.970,11.160,8.350
22.230,83.160,11.186,8.460
22.280,83.160,11.213,8.300
22.330,83.070,11.238,8.300
22.300,83.210,11.264,8.400
22.380,83.450,11.291,8.460
22.420,83.450,11.318,8.990
22.510,82.920,11.344,8.400
22.560,83.160,11.369,8.460
22.530,83.450,11.395,8.350
22.820,82.590,11.422,8.350
22.680,82.830,11.446,8.460
22.690,82.780,11.474,8.460
22.790,82.880,11.498,8.400
22.820,82.680,11.524,8.400
22.680,82.640,11.551,8.560
22.810,82.780,11.576,8.140
22.950,83.260,11.599,8.880
22.980,82.920,11.626,8.400
22.840,82.880,11.652,8.400
23.040,82.970,11.680,8.460
23.140,82.640,11.705,8.510
23.030,82.880,11.728,8.400
23.210,83.210,11.754,8.460
23.190,82.110,11.781,8.080
23.250,83.350,11.806,8.400
23.190,83.070,11.835,8.560
23.380,83.640,11.859,8.460
23.350,82.250,11.884,7.980
23.310,82.350,11.911,8.030
23.390,83.210,11.938,8.460
23.480,82.590,11.964,8.030
23.240,83.550,11.989,8.460
23.420,83.110,12.017,8.620
23.610,82.400,12.040,7.870
23.630,83.400,12.068,8.400
23.740,84.220,12.098,9.090
23.690,83.160,12.121,8.460
23.700,83.590,12.148,8.460
23.720,82.730,12.174,8.400
23.630,83.590,12.200,8.460
23.660,83.640,12.224,8.670
23.620,81.770,12.252,7.610
23.630,83.640,12.279,8.560
23.730,82.200,12.304,7.660
23.890,81.730,12.330,7.710
23.790,82.830,12.355,8.030
23.840,83.260,12.381,8.560
23.880,83.500,12.410,8.400
23.930,82.970,12.436,8.510
23.760,83.400,12.460,8.670
23.950,83.020,12.486,8.240
23.830,83.400,12.512,8.400
23.980,83.400,12.540,8.400
24.080,83.590,12.564,8.400
23.940,82.970,12.592,8.400
24.090,83.310,12.618,8.350
24.160,83.550,12.643,8.400
24.100,83.110,12.671,8.560
24.090,83.350,12.695,8.350
24.160,83.210,12.724,8.510
24.220,82.970,12.748,8.300
24.230,82.880,12.775,8.400
24.240,83.210,12.800,8.400
24.240,83.450,12.826,8.350
24.280,82.440,12.851,8.030
24.290,81.770,12.877,7.660
24.180,83.210,12.922,8.190
24.270,83.500,12.945,8.400
24.460,82.060,12.974,7.770
24.400,83.260,12.999,8.400
24.290,83.590,13.022,8.400
24.300,83.400,13.050,8.460
24.530,83.590,13.079,8.720
24.430,83.260,13.101,8.350
24.350,83.640,13.127,8.780
24.460,83.260,13.154,8.300
24.540,83.310,13.180,8.560
24.560,83.260,13.206,8.350
24.640,83.550,13.231,8.350
24.560,83.020,13.259,8.510
24.720,83.350,13.281,8.460
24.690,83.550,13.309,8.400
24.570,82.680,13.335,8.460
24.650,83.500,13.357,8.400
24.730,82.350,13.386,7.980
24.640,83.210,13.412,8.350
24.670,82.880,13.440,8.400
24.790,83.160,13.464,8.350
24.800,83.400,13.490,8.400
24.840,82.540,13.515,7.980
24.720,82.540,13.540,8.140
24.810,83.500,13.565,8.400
24.710,83.070,13.593,8.350
24.780,83.400,13.619,8.400
24.740,83.260,13.644,8.400
24.780,83.070,13.670,8.400
24.820,83.310,13.695,8.350
24.950,83.310,13.721,8.350
24.940,83.260,13.764,8.350
24.820,83.260,13.787,8.400
24.830,82.350,13.812,7.920
24.900,82.780,13.837,8.350
25.010,83.260,13.863,8.460
25.180,83.350,13.890,8.780
25.160,82.830,13.917,8.350
25.200,83.070,13.942,8.400
25.240,82.780,13.968,8.560
25.330,82.350,13.992,7.710
25.380,83.640,14.017,8.350
25.320,82.590,14.045,7.980
25.310,83.260,14.069,8.400
25.190,83.350,14.100,8.300
25.130,83.500,14.124,8.460
25.110,82.590,14.150,8.240
25.110,82.920,14.174,8.300
25.230,83.210,14.203,8.300
25.130,83.400,14.228,8.350
25.130,82.920,14.252,8.140
25.320,83.310,14.279,8.400
25.270,83.500,14.304,8.350
25.280,82.970,14.332,8.400
25.310,83.260,14.357,8.400
25.350,83.500,14.385,8.350
25.420,83.350,14.409,8.620
25.480,83.550,14.433,8.350
25.500,82.640,14.460,8.240
25.330,82.920,14.485,8.400
25.520,83.110,14.512,8.350
25.460,83.350,14.539,8.350
25.340,83.590,14.563,8.350
25.340,82.110,14.591,7.660
25.380,82.920,14.616,8.350
25.520,83.160,14.644,8.400
25.490,82.830,14.668,8.350
25.440,82.970,14.692,8.350
25.650,83.260,14.719,8.350
25.590,83.450,14.746,8.300
25.580,83.070,14.774,8.300
25.510,83.310,14.798,8.350
25.640,83.500,14.826,8.350
25.710,82.880,14.854,8.350
25.440,82.730,14.879,8.350
25.540,82.920,14.905,8.350
24.830,82.880,14.948,8.400
24.790,83.590,14.993,8.400
24.980,83.400,15.018,8.350
25.110,82.540,15.042,8.030
25.050,83.260,15.071,8.510
25.250,83.260,15.096,8.300
24.990,83.210,15.123,8.350
24.990,83.020,15.150,8.560
24.990,82.830,15.174,8.350
25.140,82.970,15.200,8.350
25.190,82.730,15.225,7.920
25.290,83.260,15.251,8.620
25.360,83.790,15.277,8.510
25.470,83.500,15.302,8.400
25.550,83.260,15.329,8.300
25.700,83.160,15.354,8.620
25.650,82.490,15.381,7.980
25.700,83.640,15.408,8.780
25.380,83.260,15.434,8.350
25.200,82.300,15.474,7.870
24.860,83.400,15.502,8.300
24.850,82.830,15.532,8.460
24.180,83.110,15.606,8.350
24.390,83.350,15.660,8.400
24.280,83.110,15.685,8.670
24.390,82.640,15.708,8.140
24.520,83.110,15.734,8.560
24.650,83.260,15.761,8.350
24.740,83.450,15.784,8.350
24.910,83.260,15.811,8.670
24.890,82.200,15.838,7.820
25.010,83.350,15.864,8.350
24.970,83.260,15.892,8.350
25.050,83.640,15.916,8.400
25.070,83.160,15.943,8.300
25.170,82.780,15.970,8.350
25.130,83.020,15.996,8.350
25.270,82.730,16.021,8.400
25.330,82.060,16.049,7.660
25.410,83.400,16.073,8.400
25.510,82.590,16.103,7.820
25.580,83.400,16.127,8.350
25.710,83.550,16.152,8.400
25.670,83.350,16.178,8.350
25.510,82.680,16.205,8.300
25.820,82.880,16.228,8.350
25.620,83.350,16.254,8.400
25.790,83.450,16.283,9.040
25.940,83.500,16.305,8.350
25.970,82.590,16.333,8.190
25.920,81.770,16.358,8.140
25.790,82.300,16.382,8.140
25.990,82.200,16.410,7.870
26.030,83.590,16.435,9.040
26.210,81.340,16.460,7.550
26.190,83.310,16.486,8.350
26.280,82.490,16.510,8.190
26.320,83.400,16.537,8.620
26.510,83.550,16.562,8.350
26.450,83.260,16.590,8.560
26.370,83.310,16.614,8.350
26.600,83.590,16.638,8.240
26.520,83.450,16.666,8.240
26.560,82.780,16.693,7.920
26.460,83.350,16.717,8.350
26.760,82.830,16.745,8.510
26.660,83.400,16.771,8.350
26.610,83.550,16.800,8.560
26.600,82.680,16.836,8.300
26.700,83.500,16.858,8.300
26.890,82.680,16.885,8.400
26.860,82.970,16.908,8.190
26.970,83.450,16.936,8.350
26.920,81.730,16.962,7.870
26.930,82.640,16.987,8.080
26.440,83.450,17.041,8.300
26.530,83.110,17.069,8.560
26.330,83.400,17.093,8.300
26.490,83.550,17.117,8.300
26.560,82.440,17.145,8.140
26.510,83.310,17.171,8.300
26.740,83.550,17.197,8.400
26.480,83.400,17.224,8.720
26.530,83.210,17.249,8.350
26.100,83.400,17.303,8.300
26.190,83.590,17.328,8.300
26.300,82.780,17.355,8.030
26.470,83.310,17.379,8.300
26.510,82.640,17.406,8.300
26.570,82.920,17.433,8.300
26.660,83.160,17.456,8.300
26.700,83.310,17.484,8.300
26.780,83.550,17.511,8.300
26.040,83.400,17.569,8.460
26.080,83.110,17.592,7.920
26.310,83.310,17.619,8.350
26.420,83.450,17.646,8.300
26.540,83.550,17.670,8.350
26.610,82.400,17.695,7.820
26.780,83.690,17.722,8.350
26.640,83.260,17.747,8.300
26.900,83.210,17.778,8.460
26.920,83.450,17.801,8.300
26.980,83.110,17.828,8.400
26.860,83.550,17.853,8.620
26.900,83.210,17.878,8.300
27.140,83.550,17.902,8.300
27.110,83.110,17.930,8.300
27.200,83.450,17.957,8.350
27.130,82.970,17.982,8.400
27.210,83.070,18.009,8.240
27.240,83.400,18.033,8.350
27.380,83.070,18.059,8.510
27.320,83.210,18.084,8.560
27.370,82.830,18.110,8.080
27.330,83.350,18.136,8.510
27.280,83.640,18.167,8.510
27.640,82.730,18.216,7.870
27.420,82.060,18.239,7.500
27.440,83.020,18.266,8.300
27.490,83.450,18.291,8.300
27.610,83.350,18.317,8.510
27.630,83.310,18.342,8.190
27.490,82.830,18.371,8.240
27.610,83.110,18.397,8.350
27.610,83.400,18.420,8.300
27.750,83.450,18.446,8.350
27.360,83.210,18.475,8.560
27.420,83.110,18.496,8.350
27.670,83.450,18.525,8.350
27.630,83.450,18.549,8.460
27.720,82.010,18.576,7.770
27.570,82.400,18.600,7.820
27.700,83.110,18.628,8.240
27.690,83.450,18.653,8.240
27.770,83.500,18.681,8.510
27.780,83.450,18.707,8.300
27.840,83.400,18.733,8.240
27.730,82.830,18.758,8.190
27.830,83.500,18.783,8.350
27.880,83.550,18.810,8.300
27.610,83.500,18.837,8.190
27.790,82.010,18.861,7.660
27.680,83.210,18.888,8.460
27.790,83.590,18.913,8.300
27.670,83.590,18.938,8.300
27.780,83.210,18.965,8.300
27.910,83.690,18.990,8.240
27.890,83.550,19.017,8.240
27.920,82.490,19.042,7.770
28.020,82.970,19.069,7.920
27.830,83.350,19.094,8.300
28.010,82.920,19.121,8.190
27.920,83.400,19.146,8.240
28.080,82.780,19.174,8.300
28.050,82.110,19.197,7.660
27.940,83.310,19.224,8.350
28.150,83.400,19.248,8.240
28.070,83.070,19.274,8.080
28.020,83.260,19.300,8.300
28.140,83.550,19.327,8.240
28.060,83.500,19.354,8.300
28.020,83.310,19.381,8.350
28.100,82.830,19.406,8.240
28.330,83.550,19.432,8.400
28.300,83.690,19.458,8.300
28.060,83.500,19.485,8.240
28.240,83.400,19.510,8.190
28.470,83.640,19.536,8.240
28.340,83.260,19.561,8.240
28.530,83.640,19.589,8.300
28.420,83.550,19.615,8.400
28.650,83.260,19.642,8.300
28.690,83.590,19.668,8.190
28.790,83.640,19.692,8.300
28.690,81.770,19.720,7.610
28.810,83.640,19.744,8.240
28.870,83.070,19.772,8.240
28.850,83.350,19.799,8.190
28.970,83.640,19.824,8.240
28.750,82.830,19.849,8.190
28.600,82.920,19.889,8.190
28.560,83.260,19.919,8.190
28.780,83.500,19.942,8.240
28.820,83.690,19.972,8.560
28.910,83.350,19.994,8.300
28.870,82.440,20.035,7.920
28.820,82.010,20.081,7.390
28.570,82.920,20.103,8.030
28.670,83.260,20.131,8.240
28.790,83.550,20.157,8.140
28.890,83.590,20.180,8.140
28.880,83.980,20.209,8.830
28.730,83.640,20.232,8.190
28.830,82.730,20.260,7.770
28.970,82.780,20.285,8.190
29.170,83.110,20.311,8.240
29.160,83.400,20.339,8.190
29.260,83.210,20.365,8.350
29.240,83.590,20.390,8.240
29.350,83.450,20.416,8.240
29.390,83.590,20.444,8.830
29.360,83.160,20.469,8.190
29.640,83.500,20.497,8.190
29.530,83.350,20.523,8.510
29.630,83.590,20.549,8.240
29.470,83.110,20.575,8.190
29.630,83.450,20.601,8.240
29.630,83.590,20.628,8.620
29.430,82.540,20.653,7.660
29.410,83.070,20.680,8.350
29.440,83.110,20.703,8.140
29.330,83.160,20.730,8.080
29.340,83.400,20.780,8.460
29.250,83.020,20.817,8.300
29.330,82.590,20.842,7.660
29.110,83.640,20.868,8.190
29.400,83.590,20.893,8.240
29.340,83.550,20.922,8.400
29.490,83.070,20.946,8.190
29.420,83.260,20.973,8.190
29.630,83.500,20.998,8.190
29.610,83.450,21.026,8.190
29.640,83.400,21.050,8.560
29.690,82.590,21.078,8.080
29.410,82.970,21.101,8.140
29.610,83.260,21.129,8.190
29.720,83.500,21.154,8.190
29.770,83.400,21.182,8.080
29.840,83.210,21.205,8.300
29.890,83.450,21.233,8.400
29.850,82.780,21.259,7.870
29.960,83.210,21.282,8.190
29.920,83.500,21.309,8.140
30.020,83.310,21.337,8.190
30.160,82.300,21.361,7.660
30.040,83.590,21.387,8.140
30.090,82.970,21.414,8.190
30.130,83.070,21.441,8.140
30.160,83.020,21.465,8.140
30.240,83.640,21.492,8.190
29.950,83.310,21.518,8.560
29.840,83.550,21.541,8.140
30.050,83.070,21.568,8.140
29.970,83.260,21.594,8.140
30.120,83.260,21.619,8.140
30.260,83.110,21.646,7.920
30.050,83.500,21.672,8.190
30.020,82.970,21.698,8.190
30.040,83.070,21.723,8.190
30.150,82.730,21.750,7.820
30.120,83.160,21.777,8.350
30.320,82.060,21.802,7.230
30.150,83.070,21.827,8.190
30.330,83.400,21.855,8.140
30.470,83.160,21.878,8.030
30.460,83.500,21.906,8.190
30.420,82.680,21.932,8.080
30.400,83.210,21.959,8.190
30.410,83.500,21.984,8.140
30.510,83.070,22.013,8.300
30.470,83.350,22.037,8.140
30.600,83.640,22.064,8.190
30.470,82.680,22.089,7.770
30.530,83.500,22.114,8.190
30.600,82.830,22.141,8.190
30.320,83.500,22.164,8.240
30.450,83.350,22.191,8.350
30.640,83.640,22.216,8.190
30.630,83.550,22.244,8.190
30.540,82.830,22.270,7.820
30.660,83.550,22.296,8.190
30.650,83.450,22.322,8.140
30.670,83.640,22.348,8.190
30.560,83.450,22.374,8.190
30.710,83.310,22.401,8.080
30.790,83.210,22.426,8.140
30.860,83.400,22.453,8.190
30.860,82.160,22.477,7.130
30.770,83.160,22.503,8.140
30.980,83.400,22.528,8.240
30.930,83.210,22.554,8.030
30.680,83.310,22.581,8.140
30.640,83.550,22.610,8.190
30.470,83.070,22.633,8.030
30.690,83.350,22.655,8.140
30.770,83.590,22.684,8.190
30.890,83.020,22.710,8.030
30.700,82.830,22.737,8.080
30.690,82.780,22.761,8.140
30.670,82.970,22.787,8.190
30.900,82.640,22.816,7.870
30.970,83.590,22.840,8.190
31.050,83.450,22.868,8.190
31.200,83.500,22.894,8.190
30.900,82.970,22.919,8.140
31.150,83.260,22.945,8.080
31.210,83.160,22.972,7.920
31.030,82.920,22.998,8.140
